accel_z,yaw,accel_y,roll,gyro_y,time,gyro_x,pitch,gyro_z,accel_x,end
,,-0.6724,119.7,0.2258,1508238121.764091,-0.383,39.76,,0.6356,
,,-0.6563,119.68,-0.0151,1508238121.824409,0.6017,39.77,,0.6337,
,,-0.7363,119.78,11.052,1508238121.888941,-5.7702,39.8,,0.6805,
,,-0.8241,118.99,54.6428,1508238121.949545,-89.8307,41.0,,0.7253,
,,-0.7143,116.74,-27.0182,1508238122.008434,-82.4476,46.43,,0.5927,
,,-0.4129,110.58,-143.4888,1508238122.068453,-12.9455,55.77,,0.4495,
,,-0.39,84.1,-251.966,1508238122.126238,-98.7585,66.65,,0.6069,
,,-0.3222,49.71,-250.6028,1508238122.184432,-113.9349,69.42,,0.6683,
,,0.2386,10.9,-118.8035,1508238122.244013,243.9584,63.24,,0.6761,
,,-0.3729,12.36,-40.5199,1508238122.301746,212.7892,59.99,,0.6108,
,,-0.2183,15.18,-15.2402,1508238122.359562,376.6089,58.8,,0.9587,
,,-0.8748,44.72,133.1365,1508238122.41791,394.1431,65.63,,0.6186,
,,-0.628,46.89,113.1808,1508238122.483046,180.7075,80.9,,0.4436,
,,0.8512,-139.73,407.8732,1508238122.54373,-331.916,67.76,,-0.1869,
,,1.2467,-150.21,279.4713,1508238122.60328,96.7164,50.72,,0.2492,
,,1.175,-144.6,-51.3807,1508238122.661946,-109.3332,47.36,,0.5543,
,,0.6697,-162.04,-148.7716,1508238122.721765,-51.0913,55.99,,0.5694,
,,0.7161,-171.19,-283.4309,1508238122.780703,146.2709,70.47,,0.5309,
,,-0.8084,98.11,-161.9675,1508238122.846297,103.2244,69.13,,0.3964,
,,-0.7402,82.05,-155.1756,1508238122.908176,57.7595,57.16,,0.2122,
,,-1.7107,76.6,-35.7906,1508238122.967674,-13.6163,47.73,,0.4739,
,,-0.9435,78.29,65.3312,1508238123.027752,79.211,50.55,,0.8334,
,,-1.638,90.32,61.6109,1508238123.088033,110.6698,54.84,,0.4588,
,,-0.1579,114.74,120.9413,1508238123.148614,55.8447,71.98,,0.411,
,,0.0582,-164.72,114.7964,1508238123.209443,0.6238,74.56,,0.2375,
,,1.2174,-138.03,223.0995,1508238123.268689,-39.5475,53.62,,0.3691,
,,1.6261,-137.89,-6.8239,1508238123.32955,-96.9913,41.04,,0.5659,
,,0.5961,-144.18,-82.8187,1508238123.391563,-10.0951,48.48,,0.4251,
,,0.9867,-150.19,-146.9793,1508238123.451686,-58.8923,57.29,,0.6712,
,,0.3649,-179.43,-326.3131,1508238123.512233,-32.6709,75.79,,0.276,
,,-0.7085,80.63,-237.1001,1508238123.574989,76.3804,65.35,,-0.3964,
,,-2.1559,79.44,-107.4152,1508238123.634395,75.2838,41.33,,0.2824,
,,-1.4229,76.54,-66.0059,1508238123.695501,37.2732,38.67,,0.2142,
,,-1.0747,78.41,37.2426,1508238123.754893,59.2756,41.2,,0.4782,
,,-1.6395,83.84,28.0427,1508238123.814778,95.9704,44.59,,0.352,
,,-0.7275,88.78,79.9706,1508238123.875116,-7.5234,64.02,,-0.0455,
,,-0.1135,170.39,304.9868,1508238123.936079,-101.9616,80.5,,-0.1942,
,,1.8304,-141.33,403.2655,1508238123.999672,47.5336,50.95,,-0.1035,
,,1.2169,-151.35,160.5898,1508238124.059969,-160.7043,28.39,,0.0197,
,,0.3991,-157.46,-24.9619,1508238124.13263,-9.1016,38.64,,0.4524,
,,0.54,-165.88,-89.9033,1508238124.193935,-143.2521,41.32,,0.6278,
,,0.7605,171.49,-328.7113,1508238124.254627,-14.1802,56.47,,0.1864,
,,0.3284,116.94,-372.8318,1508238124.314629,-71.2713,56.77,,-0.4363,
,,-1.4712,99.19,-70.7202,1508238124.37504,169.88,28.01,,-0.9114,
,,-1.7292,101.57,-27.8006,1508238124.435082,-38.4477,10.77,,-0.164,
,,-0.8972,99.66,-128.2488,1508238124.49573,39.9352,14.52,,-0.544,
,,-3.4152,104.29,-77.465,1508238124.556034,58.3123,15.38,,-0.7145,
,,-0.2691,99.69,-17.9611,1508238124.618094,-134.3264,44.29,,0.1479,
,,-1.0167,101.42,-52.0226,1508238124.679367,-52.308,70.44,,-0.0806,
,,0.9789,-113.24,215.1846,1508238124.740856,-479.6543,69.48,,-0.7857,
,,1.7753,-136.7,398.5584,1508238124.80118,-216.0444,30.23,,-0.2219,
,,0.6927,-143.61,52.2392,1508238124.862171,-51.1978,18.03,,-0.1542,
,,1.4583,-147.59,-116.7169,1508238124.924501,-75.3717,17.41,,0.0271,
,,0.9921,-154.75,-339.0445,1508238124.987023,-43.8155,40.63,,-0.202,
,,0.282,175.59,-388.1544,1508238125.048197,125.5547,68.06,,-0.3749,
,,-1.9682,114.58,-46.6115,1508238125.1089,221.3934,52.8,,0.0426,
,,-1.7399,109.79,-131.202,1508238125.171357,-31.4106,40.33,,0.4217,
,,-1.5839,106.41,-108.374,1508238125.233688,84.3143,47.23,,0.2643,
,,-1.2215,106.62,-50.3836,1508238125.294477,-134.2915,65.51,,0.0816,
,,0.5566,-134.74,180.6001,1508238125.355242,-336.0947,76.63,,-0.0056,
,,1.8046,-144.92,329.2202,1508238125.416632,-324.1532,41.99,,-0.0319,
,,0.7244,-153.33,-172.3045,1508238125.477807,24.6939,40.8,,0.3365,
,,-0.0823,-159.08,-208.9197,1508238125.539394,116.4421,58.05,,0.6347,
,,-0.6929,-178.03,-143.7372,1508238125.601973,191.7084,72.37,,0.7146,
,,-1.2917,96.15,-246.4244,1508238125.664742,551.3518,73.02,,0.5572,
,,-0.0116,105.68,41.165,1508238125.727501,-47.1715,70.51,,0.8476,
,,-0.4988,114.66,197.6727,1508238125.789101,-83.6534,67.43,,0.7209,
,,-0.7368,126.1,102.0124,1508238125.852172,-26.8345,61.38,,0.391,
,,-0.4207,132.18,92.7389,1508238125.913613,-41.9935,61.41,,1.1351,
,,-0.431,143.64,156.1216,1508238125.976491,-12.0085,58.74,,0.8758,
,,-0.0881,157.17,117.3609,1508238126.039963,-114.7578,54.86,,0.8612,
,,0.0084,162.95,-20.5681,1508238126.101893,-17.6383,54.58,,0.7068,
,,0.1221,154.9,91.5772,1508238126.164596,-94.9311,52.7,,0.7492,
,,-0.372,150.78,-35.6112,1508238126.229838,19.0166,48.71,,0.985,
,,-0.4988,144.17,-48.693,1508238126.293529,-40.4547,48.59,,0.7248,
,,-0.5778,138.96,-30.9709,1508238126.356248,-194.7827,49.93,,0.7365,
,,-0.7133,134.99,-74.9326,1508238126.418949,1.3637,53.12,,0.8062,
,,-0.3764,131.39,-16.6623,1508238126.48278,48.3556,55.55,,0.8261,
,,-0.4622,134.95,24.3615,1508238126.546067,-9.6923,52.53,,0.7496,
,,-0.3988,130.51,20.3119,1508238126.610748,-45.9724,49.41,,0.7121,
,,-0.6548,123.97,-46.3805,1508238126.675537,-30.1577,46.26,,0.8222,
,,-0.6612,118.72,-21.5803,1508238126.73879,-27.218,44.75,,0.7686,
,,-0.709,115.88,-22.3688,1508238126.802284,-3.8768,44.59,,0.6995,
,,-0.7709,112.51,-23.0894,1508238126.865616,1.384,44.73,,0.6605,
,,-0.7719,111.68,4.7291,1508238126.931484,24.6671,44.66,,0.6653,
,,-0.7143,113.32,24.1935,1508238126.995566,43.1454,44.63,,0.677,
,,-0.6675,116.9,26.6662,1508238127.058511,32.7764,44.28,,0.6502,
,,-0.5573,120.14,25.8581,1508238127.122866,26.1372,43.79,,0.6858,
,,-0.6675,122.78,7.7879,1508238127.185989,6.4063,42.89,,0.6688,
,,-0.6665,122.87,0.0507,1508238127.249426,2.5689,42.54,,0.661,
,,-0.6197,123.1,-8.3405,1508238127.312576,6.5082,42.73,,0.679,
,,-0.6587,122.92,-7.0654,1508238127.375735,4.7939,43.08,,0.6727,
,,-0.6319,122.59,-20.4566,1508238127.438818,5.4786,43.56,,0.6829,
,,-0.6285,121.68,-18.3915,1508238127.501955,3.0296,44.59,,0.6736,
,,-0.6075,120.98,-7.6699,1508238127.565466,7.1176,45.21,,0.6834,
,,-0.6104,120.87,1.6337,1508238127.629501,2.8103,45.36,,0.6887,
,,-0.6387,121.11,9.066,1508238127.693303,5.62,45.1,,0.6824,
,,-0.6285,121.82,11.1462,1508238127.758365,9.5567,44.68,,0.6868,
,,-0.5924,122.99,0.7144,1508238127.822695,-0.0091,44.4,,0.6844,
,,-0.6158,122.94,-3.311,1508238127.886216,-3.6814,44.54,,0.6868,
,,-0.6309,122.64,-1.8396,1508238127.951215,-26.2564,45.03,,0.7004,
,,-0.6631,120.08,1.9045,1508238128.016119,-90.3075,45.68,,0.6692,
,,-0.6734,113.62,32.7085,1508238128.080703,-253.3128,47.9,,0.7935,
,,-0.6787,119.9,-0.9896,1508238119.3089,0.5986,39.75,,0.6405,
,,-0.6636,119.86,1.2009,1508238119.365413,-0.0735,39.75,,0.6347,
,,-0.6709,119.82,-0.5009,1508238119.420798,1.335,39.74,,0.6337,
,,-0.6665,119.84,-0.9875,1508238119.476793,1.459,39.7,,0.6342,
,,-0.6724,119.82,-0.3181,1508238119.53247,1.2154,39.7,,0.6434,
,,-0.6621,119.8,0.7153,1508238119.589512,0.6606,39.71,,0.6342,
,,-0.6636,119.8,-0.9281,1508238119.645585,0.7243,39.71,,0.6405,
,,-0.6665,119.79,-0.5019,1508238119.701376,0.7848,39.72,,0.6395,
,,-0.6738,119.82,-0.3793,1508238119.758631,1.1531,39.72,,0.6361,
,,-0.6607,119.82,-0.3183,1508238119.814098,1.2139,39.72,,0.6356,
,,-0.6763,119.81,0.2268,1508238119.869497,-0.0741,39.71,,0.6356,
,,-0.669,119.79,-0.1369,1508238119.926945,0.662,39.72,,0.6376,
,,-0.6699,119.79,-0.0143,1508238119.982525,1.1507,39.71,,0.6356,
,,-0.669,119.79,-0.1992,1508238120.038296,0.1084,39.67,,0.64,
,,-0.6782,119.76,-0.0822,1508238120.095057,-1.978,39.66,,0.64,
,,-0.6724,119.73,0.1072,1508238120.151255,0.9076,39.67,,0.6395,
,,-0.667,119.73,-0.3788,1508238120.207022,1.3974,39.66,,0.6327,
,,-0.6758,119.74,-0.3803,1508238120.264196,0.7228,39.63,,0.6371,
,,-0.6743,119.74,-0.1354,1508238120.321655,1.2762,39.63,,0.6356,
,,-0.6607,119.76,-0.3202,1508238120.378191,0.2953,39.65,,0.6332,
,,-0.667,119.7,-0.6889,1508238120.435913,-1.1779,39.68,,0.6371,
,,-0.6841,119.63,0.774,1508238120.491983,-0.2601,39.7,,0.6415,
,,-0.6773,119.63,0.3501,1508238120.549729,0.6014,39.7,,0.6424,
,,-0.6709,119.67,-0.2572,1508238120.60614,1.3968,39.71,,0.6371,
,,-0.6768,119.69,-0.0143,1508238120.663281,1.0304,39.7,,0.639,
,,-0.6758,119.68,-0.8061,1508238120.719531,0.7861,39.71,,0.6381,
,,-0.6626,119.66,0.2885,1508238120.777706,0.2945,39.73,,0.6327,
,,-0.6675,119.63,-0.3805,1508238120.834016,0.6616,39.74,,0.6395,
,,-0.6724,119.69,-0.1972,1508238120.893083,0.787,39.74,,0.6381,
,,-0.6709,119.72,-0.803,1508238120.951201,2.0764,39.79,,0.639,
,,-0.6714,119.72,-0.9869,1508238121.008634,1.5242,39.84,,0.6361,
,,-0.6714,119.74,-0.5619,1508238121.065522,1.0329,39.88,,0.6424,
,,-0.6519,119.78,-0.0172,1508238121.123762,-0.2581,39.9,,0.6347,
,,-0.6699,119.8,0.3511,1508238121.183961,1.0908,39.88,,0.6405,
,,-0.6738,119.81,-0.015,1508238121.240667,0.6627,39.85,,0.6405,
,,-0.6699,119.81,-0.2578,1508238121.298995,1.0303,39.86,,0.6385,
,,-0.6714,119.82,0.3507,1508238121.357667,0.8469,39.86,,0.6347,
,,-0.6656,119.81,-0.2582,1508238121.414552,0.9063,39.86,,0.639,
,,-0.6592,119.83,0.471,1508238121.472766,0.3536,39.83,,0.6327,
,,-0.6626,119.84,0.4102,1508238121.530016,0.4141,39.78,,0.6415,
,,-0.6734,119.82,-0.014,1508238121.589247,1.1529,39.74,,0.6405,
,,-0.6573,119.82,-0.5645,1508238121.647925,-0.0119,39.75,,0.6361,
,,-0.6695,119.76,-0.3223,1508238121.706836,-0.5048,39.77,,0.639,
,,-0.6724,119.7,0.2258,1508238121.764091,-0.383,39.76,,0.6356,
,,-0.6563,119.68,-0.0151,1508238121.824409,0.6017,39.77,,0.6337,
,,-0.7363,119.78,11.052,1508238121.888941,-5.7702,39.8,,0.6805,
,,-0.8241,118.99,54.6428,1508238121.949545,-89.8307,41.0,,0.7253,
,,-0.7143,116.74,-27.0182,1508238122.008434,-82.4476,46.43,,0.5927,
,,-0.4129,110.58,-143.4888,1508238122.068453,-12.9455,55.77,,0.4495,
,,-0.39,84.1,-251.966,1508238122.126238,-98.7585,66.65,,0.6069,
,,-0.3222,49.71,-250.6028,1508238122.184432,-113.9349,69.42,,0.6683,
,,0.2386,10.9,-118.8035,1508238122.244013,243.9584,63.24,,0.6761,
,,-0.3729,12.36,-40.5199,1508238122.301746,212.7892,59.99,,0.6108,
,,-0.2183,15.18,-15.2402,1508238122.359562,376.6089,58.8,,0.9587,
,,-0.8748,44.72,133.1365,1508238122.41791,394.1431,65.63,,0.6186,
,,-0.628,46.89,113.1808,1508238122.483046,180.7075,80.9,,0.4436,
,,0.8512,-139.73,407.8732,1508238122.54373,-331.916,67.76,,-0.1869,
,,1.2467,-150.21,279.4713,1508238122.60328,96.7164,50.72,,0.2492,
,,1.175,-144.6,-51.3807,1508238122.661946,-109.3332,47.36,,0.5543,
,,0.6697,-162.04,-148.7716,1508238122.721765,-51.0913,55.99,,0.5694,
,,0.7161,-171.19,-283.4309,1508238122.780703,146.2709,70.47,,0.5309,
,,-0.8084,98.11,-161.9675,1508238122.846297,103.2244,69.13,,0.3964,
,,-0.7402,82.05,-155.1756,1508238122.908176,57.7595,57.16,,0.2122,
,,-1.7107,76.6,-35.7906,1508238122.967674,-13.6163,47.73,,0.4739,
,,-0.9435,78.29,65.3312,1508238123.027752,79.211,50.55,,0.8334,
,,-1.638,90.32,61.6109,1508238123.088033,110.6698,54.84,,0.4588,
,,-0.1579,114.74,120.9413,1508238123.148614,55.8447,71.98,,0.411,
,,0.0582,-164.72,114.7964,1508238123.209443,0.6238,74.56,,0.2375,
,,1.2174,-138.03,223.0995,1508238123.268689,-39.5475,53.62,,0.3691,
,,1.6261,-137.89,-6.8239,1508238123.32955,-96.9913,41.04,,0.5659,
,,0.5961,-144.18,-82.8187,1508238123.391563,-10.0951,48.48,,0.4251,
,,0.9867,-150.19,-146.9793,1508238123.451686,-58.8923,57.29,,0.6712,
,,0.3649,-179.43,-326.3131,1508238123.512233,-32.6709,75.79,,0.276,
,,-0.7085,80.63,-237.1001,1508238123.574989,76.3804,65.35,,-0.3964,
,,-2.1559,79.44,-107.4152,1508238123.634395,75.2838,41.33,,0.2824,
,,-1.4229,76.54,-66.0059,1508238123.695501,37.2732,38.67,,0.2142,
,,-1.0747,78.41,37.2426,1508238123.754893,59.2756,41.2,,0.4782,
,,-1.6395,83.84,28.0427,1508238123.814778,95.9704,44.59,,0.352,
,,-0.7275,88.78,79.9706,1508238123.875116,-7.5234,64.02,,-0.0455,
,,-0.1135,170.39,304.9868,1508238123.936079,-101.9616,80.5,,-0.1942,
,,1.8304,-141.33,403.2655,1508238123.999672,47.5336,50.95,,-0.1035,
,,1.2169,-151.35,160.5898,1508238124.059969,-160.7043,28.39,,0.0197,
,,0.3991,-157.46,-24.9619,1508238124.13263,-9.1016,38.64,,0.4524,
,,0.54,-165.88,-89.9033,1508238124.193935,-143.2521,41.32,,0.6278,
,,0.7605,171.49,-328.7113,1508238124.254627,-14.1802,56.47,,0.1864,
,,0.3284,116.94,-372.8318,1508238124.314629,-71.2713,56.77,,-0.4363,
,,-1.4712,99.19,-70.7202,1508238124.37504,169.88,28.01,,-0.9114,
,,-1.7292,101.57,-27.8006,1508238124.435082,-38.4477,10.77,,-0.164,
,,-0.8972,99.66,-128.2488,1508238124.49573,39.9352,14.52,,-0.544,
,,-3.4152,104.29,-77.465,1508238124.556034,58.3123,15.38,,-0.7145,
,,-0.2691,99.69,-17.9611,1508238124.618094,-134.3264,44.29,,0.1479,
,,-1.0167,101.42,-52.0226,1508238124.679367,-52.308,70.44,,-0.0806,
,,0.9789,-113.24,215.1846,1508238124.740856,-479.6543,69.48,,-0.7857,
,,1.7753,-136.7,398.5584,1508238124.80118,-216.0444,30.23,,-0.2219,
,,0.6927,-143.61,52.2392,1508238124.862171,-51.1978,18.03,,-0.1542,
,,1.4583,-147.59,-116.7169,1508238124.924501,-75.3717,17.41,,0.0271,
,,0.9921,-154.75,-339.0445,1508238124.987023,-43.8155,40.63,,-0.202,
,,0.282,175.59,-388.1544,1508238125.048197,125.5547,68.06,,-0.3749,
,,-1.9682,114.58,-46.6115,1508238125.1089,221.3934,52.8,,0.0426,
,,-1.7399,109.79,-131.202,1508238125.171357,-31.4106,40.33,,0.4217,
,,-1.5839,106.41,-108.374,1508238125.233688,84.3143,47.23,,0.2643,
,,-1.2215,106.62,-50.3836,1508238125.294477,-134.2915,65.51,,0.0816,
,,0.5566,-134.74,180.6001,1508238125.355242,-336.0947,76.63,,-0.0056,
,,1.8046,-144.92,329.2202,1508238125.416632,-324.1532,41.99,,-0.0319,
,,0.7244,-153.33,-172.3045,1508238125.477807,24.6939,40.8,,0.3365,
,,-0.0823,-159.08,-208.9197,1508238125.539394,116.4421,58.05,,0.6347,
,,-0.6929,-178.03,-143.7372,1508238125.601973,191.7084,72.37,,0.7146,
,,-1.2917,96.15,-246.4244,1508238125.664742,551.3518,73.02,,0.5572,
,,-0.0116,105.68,41.165,1508238125.727501,-47.1715,70.51,,0.8476,
,,-0.4988,114.66,197.6727,1508238125.789101,-83.6534,67.43,,0.7209,
,,-0.7368,126.1,102.0124,1508238125.852172,-26.8345,61.38,,0.391,
,,-0.4207,132.18,92.7389,1508238125.913613,-41.9935,61.41,,1.1351,
,,-0.431,143.64,156.1216,1508238125.976491,-12.0085,58.74,,0.8758,
,,-0.0881,157.17,117.3609,1508238126.039963,-114.7578,54.86,,0.8612,
,,0.0084,162.95,-20.5681,1508238126.101893,-17.6383,54.58,,0.7068,
,,0.1221,154.9,91.5772,1508238126.164596,-94.9311,52.7,,0.7492,
,,-0.372,150.78,-35.6112,1508238126.229838,19.0166,48.71,,0.985,
,,-0.4988,144.17,-48.693,1508238126.293529,-40.4547,48.59,,0.7248,
,,-0.5778,138.96,-30.9709,1508238126.356248,-194.7827,49.93,,0.7365,
,,-0.7133,134.99,-74.9326,1508238126.418949,1.3637,53.12,,0.8062,
,,-0.3764,131.39,-16.6623,1508238126.48278,48.3556,55.55,,0.8261,
,,-0.4622,134.95,24.3615,1508238126.546067,-9.6923,52.53,,0.7496,
,,-0.3988,130.51,20.3119,1508238126.610748,-45.9724,49.41,,0.7121,
,,-0.6548,123.97,-46.3805,1508238126.675537,-30.1577,46.26,,0.8222,
,,-0.6612,118.72,-21.5803,1508238126.73879,-27.218,44.75,,0.7686,
,,-0.709,115.88,-22.3688,1508238126.802284,-3.8768,44.59,,0.6995,
,,-0.7709,112.51,-23.0894,1508238126.865616,1.384,44.73,,0.6605,
,,-0.7719,111.68,4.7291,1508238126.931484,24.6671,44.66,,0.6653,
,,-0.7143,113.32,24.1935,1508238126.995566,43.1454,44.63,,0.677,
,,-0.6675,116.9,26.6662,1508238127.058511,32.7764,44.28,,0.6502,
,,-0.5573,120.14,25.8581,1508238127.122866,26.1372,43.79,,0.6858,
,,-0.6675,122.78,7.7879,1508238127.185989,6.4063,42.89,,0.6688,
,,-0.6665,122.87,0.0507,1508238127.249426,2.5689,42.54,,0.661,
,,-0.6197,123.1,-8.3405,1508238127.312576,6.5082,42.73,,0.679,
,,-0.6587,122.92,-7.0654,1508238127.375735,4.7939,43.08,,0.6727,
,,-0.6319,122.59,-20.4566,1508238127.438818,5.4786,43.56,,0.6829,
,,-0.6285,121.68,-18.3915,1508238127.501955,3.0296,44.59,,0.6736,
,,-0.6075,120.98,-7.6699,1508238127.565466,7.1176,45.21,,0.6834,
,,-0.6104,120.87,1.6337,1508238127.629501,2.8103,45.36,,0.6887,
,,-0.6387,121.11,9.066,1508238127.693303,5.62,45.1,,0.6824,
,,-0.6285,121.82,11.1462,1508238127.758365,9.5567,44.68,,0.6868,
,,-0.5924,122.99,0.7144,1508238127.822695,-0.0091,44.4,,0.6844,
,,-0.6158,122.94,-3.311,1508238127.886216,-3.6814,44.54,,0.6868,
,,-0.6309,122.64,-1.8396,1508238127.951215,-26.2564,45.03,,0.7004,
,,-0.6631,120.08,1.9045,1508238128.016119,-90.3075,45.68,,0.6692,
,,-0.6734,113.62,32.7085,1508238128.080703,-253.3128,47.9,,0.7935,
,,-0.6353,101.0,5.6053,1508238128.14793,-194.2268,50.8,,0.679,
,,-0.6787,119.9,-0.9896,1508238119.3089,0.5986,39.75,,0.6405,
,,-0.6636,119.86,1.2009,1508238119.365413,-0.0735,39.75,,0.6347,
,,-0.6709,119.82,-0.5009,1508238119.420798,1.335,39.74,,0.6337,
,,-0.6665,119.84,-0.9875,1508238119.476793,1.459,39.7,,0.6342,
,,-0.6724,119.82,-0.3181,1508238119.53247,1.2154,39.7,,0.6434,
,,-0.6621,119.8,0.7153,1508238119.589512,0.6606,39.71,,0.6342,
,,-0.6636,119.8,-0.9281,1508238119.645585,0.7243,39.71,,0.6405,
,,-0.6665,119.79,-0.5019,1508238119.701376,0.7848,39.72,,0.6395,
,,-0.6738,119.82,-0.3793,1508238119.758631,1.1531,39.72,,0.6361,
,,-0.6607,119.82,-0.3183,1508238119.814098,1.2139,39.72,,0.6356,
,,-0.6763,119.81,0.2268,1508238119.869497,-0.0741,39.71,,0.6356,
,,-0.669,119.79,-0.1369,1508238119.926945,0.662,39.72,,0.6376,
,,-0.6699,119.79,-0.0143,1508238119.982525,1.1507,39.71,,0.6356,
,,-0.669,119.79,-0.1992,1508238120.038296,0.1084,39.67,,0.64,
,,-0.6782,119.76,-0.0822,1508238120.095057,-1.978,39.66,,0.64,
,,-0.6724,119.73,0.1072,1508238120.151255,0.9076,39.67,,0.6395,
,,-0.667,119.73,-0.3788,1508238120.207022,1.3974,39.66,,0.6327,
,,-0.6758,119.74,-0.3803,1508238120.264196,0.7228,39.63,,0.6371,
,,-0.6743,119.74,-0.1354,1508238120.321655,1.2762,39.63,,0.6356,
,,-0.6607,119.76,-0.3202,1508238120.378191,0.2953,39.65,,0.6332,
,,-0.667,119.7,-0.6889,1508238120.435913,-1.1779,39.68,,0.6371,
,,-0.6841,119.63,0.774,1508238120.491983,-0.2601,39.7,,0.6415,
,,-0.6773,119.63,0.3501,1508238120.549729,0.6014,39.7,,0.6424,
,,-0.6709,119.67,-0.2572,1508238120.60614,1.3968,39.71,,0.6371,
,,-0.6768,119.69,-0.0143,1508238120.663281,1.0304,39.7,,0.639,
,,-0.6758,119.68,-0.8061,1508238120.719531,0.7861,39.71,,0.6381,
,,-0.6626,119.66,0.2885,1508238120.777706,0.2945,39.73,,0.6327,
,,-0.6675,119.63,-0.3805,1508238120.834016,0.6616,39.74,,0.6395,
,,-0.6724,119.69,-0.1972,1508238120.893083,0.787,39.74,,0.6381,
,,-0.6709,119.72,-0.803,1508238120.951201,2.0764,39.79,,0.639,
,,-0.6714,119.72,-0.9869,1508238121.008634,1.5242,39.84,,0.6361,
,,-0.6714,119.74,-0.5619,1508238121.065522,1.0329,39.88,,0.6424,
,,-0.6519,119.78,-0.0172,1508238121.123762,-0.2581,39.9,,0.6347,
,,-0.6699,119.8,0.3511,1508238121.183961,1.0908,39.88,,0.6405,
,,-0.6738,119.81,-0.015,1508238121.240667,0.6627,39.85,,0.6405,
,,-0.6699,119.81,-0.2578,1508238121.298995,1.0303,39.86,,0.6385,
,,-0.6714,119.82,0.3507,1508238121.357667,0.8469,39.86,,0.6347,
,,-0.6656,119.81,-0.2582,1508238121.414552,0.9063,39.86,,0.639,
,,-0.6592,119.83,0.471,1508238121.472766,0.3536,39.83,,0.6327,
,,-0.6626,119.84,0.4102,1508238121.530016,0.4141,39.78,,0.6415,
,,-0.6734,119.82,-0.014,1508238121.589247,1.1529,39.74,,0.6405,
,,-0.6573,119.82,-0.5645,1508238121.647925,-0.0119,39.75,,0.6361,
,,-0.6695,119.76,-0.3223,1508238121.706836,-0.5048,39.77,,0.639,
,,-0.6724,119.7,0.2258,1508238121.764091,-0.383,39.76,,0.6356,
,,-0.6563,119.68,-0.0151,1508238121.824409,0.6017,39.77,,0.6337,
,,-0.7363,119.78,11.052,1508238121.888941,-5.7702,39.8,,0.6805,
,,-0.8241,118.99,54.6428,1508238121.949545,-89.8307,41.0,,0.7253,
,,-0.7143,116.74,-27.0182,1508238122.008434,-82.4476,46.43,,0.5927,
,,-0.4129,110.58,-143.4888,1508238122.068453,-12.9455,55.77,,0.4495,
,,-0.39,84.1,-251.966,1508238122.126238,-98.7585,66.65,,0.6069,
,,-0.3222,49.71,-250.6028,1508238122.184432,-113.9349,69.42,,0.6683,
,,0.2386,10.9,-118.8035,1508238122.244013,243.9584,63.24,,0.6761,
,,-0.3729,12.36,-40.5199,1508238122.301746,212.7892,59.99,,0.6108,
,,-0.2183,15.18,-15.2402,1508238122.359562,376.6089,58.8,,0.9587,
,,-0.8748,44.72,133.1365,1508238122.41791,394.1431,65.63,,0.6186,
,,-0.628,46.89,113.1808,1508238122.483046,180.7075,80.9,,0.4436,
,,0.8512,-139.73,407.8732,1508238122.54373,-331.916,67.76,,-0.1869,
,,1.2467,-150.21,279.4713,1508238122.60328,96.7164,50.72,,0.2492,
,,1.175,-144.6,-51.3807,1508238122.661946,-109.3332,47.36,,0.5543,
,,0.6697,-162.04,-148.7716,1508238122.721765,-51.0913,55.99,,0.5694,
,,0.7161,-171.19,-283.4309,1508238122.780703,146.2709,70.47,,0.5309,
,,-0.8084,98.11,-161.9675,1508238122.846297,103.2244,69.13,,0.3964,
,,-0.7402,82.05,-155.1756,1508238122.908176,57.7595,57.16,,0.2122,
,,-1.7107,76.6,-35.7906,1508238122.967674,-13.6163,47.73,,0.4739,
,,-0.9435,78.29,65.3312,1508238123.027752,79.211,50.55,,0.8334,
,,-1.638,90.32,61.6109,1508238123.088033,110.6698,54.84,,0.4588,
,,-0.1579,114.74,120.9413,1508238123.148614,55.8447,71.98,,0.411,
,,0.0582,-164.72,114.7964,1508238123.209443,0.6238,74.56,,0.2375,
,,1.2174,-138.03,223.0995,1508238123.268689,-39.5475,53.62,,0.3691,
,,1.6261,-137.89,-6.8239,1508238123.32955,-96.9913,41.04,,0.5659,
,,0.5961,-144.18,-82.8187,1508238123.391563,-10.0951,48.48,,0.4251,
,,0.9867,-150.19,-146.9793,1508238123.451686,-58.8923,57.29,,0.6712,
,,0.3649,-179.43,-326.3131,1508238123.512233,-32.6709,75.79,,0.276,
,,-0.7085,80.63,-237.1001,1508238123.574989,76.3804,65.35,,-0.3964,
,,-2.1559,79.44,-107.4152,1508238123.634395,75.2838,41.33,,0.2824,
,,-1.4229,76.54,-66.0059,1508238123.695501,37.2732,38.67,,0.2142,
,,-1.0747,78.41,37.2426,1508238123.754893,59.2756,41.2,,0.4782,
,,-1.6395,83.84,28.0427,1508238123.814778,95.9704,44.59,,0.352,
,,-0.7275,88.78,79.9706,1508238123.875116,-7.5234,64.02,,-0.0455,
,,-0.1135,170.39,304.9868,1508238123.936079,-101.9616,80.5,,-0.1942,
,,1.8304,-141.33,403.2655,1508238123.999672,47.5336,50.95,,-0.1035,
,,1.2169,-151.35,160.5898,1508238124.059969,-160.7043,28.39,,0.0197,
,,0.3991,-157.46,-24.9619,1508238124.13263,-9.1016,38.64,,0.4524,
,,0.54,-165.88,-89.9033,1508238124.193935,-143.2521,41.32,,0.6278,
