roll, pitch, yaw,nr,time
-51.71,-6.65,-10.04,176,Tue Oct  3 19:48:45 2017
-48.37,-1.03,-6.19,177,Tue Oct  3 19:48:45 2017
-43.15,4.29,-0.9,178,Tue Oct  3 19:48:45 2017
-38.07,6.83,2.35,179,Tue Oct  3 19:48:45 2017
-30.36,10.43,8.57,180,Tue Oct  3 19:48:45 2017
-24.05,11.59,13.61,181,Tue Oct  3 19:48:46 2017
-16.41,12.2,20.43,182,Tue Oct  3 19:48:46 2017
-12.84,11.92,22.97,183,Tue Oct  3 19:48:46 2017
-11.47,13.74,24.35,184,Tue Oct  3 19:48:46 2017
-13.66,14.16,23.63,185,Tue Oct  3 19:48:46 2017
-17.35,14.25,22.03,186,Tue Oct  3 19:48:46 2017
-21.8,13.31,18.11,187,Tue Oct  3 19:48:46 2017
-24.67,12.02,15.35,188,Tue Oct  3 19:48:46 2017
-29.01,8.21,10.51,189,Tue Oct  3 19:48:46 2017
-37.79,2.03,5.97,190,Tue Oct  3 19:48:46 2017
-46.46,-2.75,3.76,191,Tue Oct  3 19:48:46 2017
-57.08,-7.25,-1.1,192,Tue Oct  3 19:48:46 2017
-59.45,-11.46,-3.19,193,Tue Oct  3 19:48:46 2017
-56.46,-14.81,-5.2,194,Tue Oct  3 19:48:46 2017
-54.14,-13.47,-5.0,195,Tue Oct  3 19:48:46 2017
-51.28,-9.98,-5.02,196,Tue Oct  3 19:48:46 2017
-45.5,-3.54,-4.39,197,Tue Oct  3 19:48:46 2017
-40.29,1.25,-3.35,198,Tue Oct  3 19:48:46 2017
-32.55,9.52,2.14,199,Tue Oct  3 19:48:46 2017
-22.7,13.67,12.68,200,Tue Oct  3 19:48:46 2017
-17.07,13.57,20.5,201,Tue Oct  3 19:48:47 2017
-12.97,12.09,29.6,202,Tue Oct  3 19:48:47 2017
-11.52,11.63,32.58,203,Tue Oct  3 19:48:47 2017
-13.46,12.17,33.95,204,Tue Oct  3 19:48:47 2017
-17.63,13.18,32.42,205,Tue Oct  3 19:48:47 2017
-24.78,14.08,28.53,206,Tue Oct  3 19:48:47 2017
-34.65,13.63,23.57,207,Tue Oct  3 19:48:47 2017
-41.03,12.5,19.53,208,Tue Oct  3 19:48:47 2017
-50.29,8.12,13.92,209,Tue Oct  3 19:48:47 2017
-55.65,5.85,8.57,210,Tue Oct  3 19:48:47 2017
-60.58,-2.51,4.22,211,Tue Oct  3 19:48:47 2017
-62.75,-5.28,1.17,212,Tue Oct  3 19:48:47 2017
-61.56,-7.51,-1.93,213,Tue Oct  3 19:48:47 2017
-48.05,-3.9,-4.45,214,Tue Oct  3 19:48:47 2017
-35.3,0.39,-7.16,215,Tue Oct  3 19:48:47 2017
-26.49,5.78,-7.27,216,Tue Oct  3 19:48:47 2017
-23.47,8.43,-5.92,217,Tue Oct  3 19:48:47 2017
-16.36,14.87,0.82,218,Tue Oct  3 19:48:47 2017
-9.72,20.43,9.37,219,Tue Oct  3 19:48:47 2017
6.17,23.04,28.53,220,Tue Oct  3 19:48:48 2017
22.55,15.33,49.51,221,Tue Oct  3 19:48:48 2017
27.86,8.33,59.28,222,Tue Oct  3 19:48:48 2017
31.13,7.65,62.5,223,Tue Oct  3 19:48:48 2017
35.39,8.75,64.51,224,Tue Oct  3 19:48:48 2017
42.9,9.35,65.63,225,Tue Oct  3 19:48:48 2017
47.44,8.53,65.52,226,Tue Oct  3 19:48:48 2017
46.77,17.71,55.97,227,Tue Oct  3 19:48:48 2017
47.25,22.41,45.51,228,Tue Oct  3 19:48:48 2017
42.8,22.53,43.25,229,Tue Oct  3 19:48:48 2017
44.09,20.35,44.34,230,Tue Oct  3 19:48:48 2017
48.43,14.1,50.05,231,Tue Oct  3 19:48:48 2017
58.07,4.65,67.49,232,Tue Oct  3 19:48:48 2017
64.94,0.73,75.49,233,Tue Oct  3 19:48:48 2017
75.47,-7.07,89.48,234,Tue Oct  3 19:48:48 2017
78.94,-11.19,96.7,235,Tue Oct  3 19:48:48 2017
75.07,-9.98,99.57,236,Tue Oct  3 19:48:48 2017
74.98,-6.21,101.43,237,Tue Oct  3 19:48:48 2017
81.07,-7.56,103.73,238,Tue Oct  3 19:48:48 2017
82.93,-8.34,106.14,239,Tue Oct  3 19:48:49 2017
85.58,-9.68,107.78,240,Tue Oct  3 19:48:49 2017
85.84,-10.1,108.29,241,Tue Oct  3 19:48:49 2017
84.83,-6.38,109.79,242,Tue Oct  3 19:48:49 2017
86.65,-4.11,108.74,243,Tue Oct  3 19:48:49 2017
96.35,-1.06,104.45,244,Tue Oct  3 19:48:49 2017
95.27,-15.07,116.17,245,Tue Oct  3 19:48:49 2017
93.65,-13.66,124.27,246,Tue Oct  3 19:48:49 2017
94.78,-4.3,124.34,247,Tue Oct  3 19:48:49 2017
98.98,-2.44,127.26,248,Tue Oct  3 19:48:49 2017
99.15,1.09,133.95,249,Tue Oct  3 19:48:49 2017
99.26,-0.54,133.83,250,Tue Oct  3 19:48:49 2017
99.32,1.61,132.9,251,Tue Oct  3 19:48:49 2017
99.29,5.69,127.17,252,Tue Oct  3 19:48:49 2017
roll, pitch, yaw,nr,time
91.19,-17.59,-52.52,0,Tue Oct  3 19:50:32 2017
90.71,-17.75,0.14,1,Tue Oct  3 19:50:32 2017
90.97,-17.72,0.06,2,Tue Oct  3 19:50:32 2017
92.14,-17.5,-0.38,3,Tue Oct  3 19:50:32 2017
93.42,-17.17,-0.92,4,Tue Oct  3 19:50:32 2017
94.55,-16.85,-1.44,5,Tue Oct  3 19:50:32 2017
95.79,-16.49,-2.02,6,Tue Oct  3 19:50:32 2017
96.59,-16.17,-2.51,7,Tue Oct  3 19:50:32 2017
97.25,-15.88,-2.97,8,Tue Oct  3 19:50:32 2017
96.93,-15.92,-2.91,9,Tue Oct  3 19:50:32 2017
96.58,-16.11,-2.81,10,Tue Oct  3 19:50:32 2017
97.39,-15.93,-3.2,11,Tue Oct  3 19:50:32 2017
100.75,-14.87,-5.13,12,Tue Oct  3 19:50:32 2017
101.8,-14.47,-5.88,13,Tue Oct  3 19:50:32 2017
100.41,-15.06,-5.54,14,Tue Oct  3 19:50:32 2017
91.73,-17.94,-2.13,15,Tue Oct  3 19:50:32 2017
85.44,-19.55,0.81,16,Tue Oct  3 19:50:32 2017
78.85,-20.73,2.37,17,Tue Oct  3 19:50:33 2017
71.43,-21.78,4.61,18,Tue Oct  3 19:50:33 2017
65.14,-22.27,5.95,19,Tue Oct  3 19:50:33 2017
62.99,-22.46,6.4,20,Tue Oct  3 19:50:33 2017
63.41,-22.49,6.2,21,Tue Oct  3 19:50:33 2017
63.5,-22.47,6.2,22,Tue Oct  3 19:50:33 2017
62.6,-22.4,6.51,23,Tue Oct  3 19:50:33 2017
61.86,-22.46,6.75,24,Tue Oct  3 19:50:33 2017
60.56,-22.67,7.07,25,Tue Oct  3 19:50:33 2017
60.03,-22.78,7.18,26,Tue Oct  3 19:50:33 2017
59.75,-22.83,7.18,27,Tue Oct  3 19:50:33 2017
59.31,-22.82,7.3,28,Tue Oct  3 19:50:33 2017
58.43,-22.88,7.67,29,Tue Oct  3 19:50:33 2017
59.05,-22.9,7.72,30,Tue Oct  3 19:50:33 2017
59.35,-22.91,7.83,31,Tue Oct  3 19:50:33 2017
60.06,-22.77,7.87,32,Tue Oct  3 19:50:33 2017
60.86,-22.59,7.85,33,Tue Oct  3 19:50:33 2017
63.74,-21.98,7.41,34,Tue Oct  3 19:50:33 2017
68.04,-21.55,5.99,35,Tue Oct  3 19:50:33 2017
89.28,-19.44,-1.67,36,Tue Oct  3 19:50:33 2017
117.48,-4.6,-12.65,37,Tue Oct  3 19:50:34 2017
127.02,5.43,-15.32,38,Tue Oct  3 19:50:34 2017
131.84,11.55,-15.25,39,Tue Oct  3 19:50:34 2017
131.21,10.88,-15.36,40,Tue Oct  3 19:50:34 2017
128.77,9.11,-15.59,41,Tue Oct  3 19:50:34 2017
128.82,8.83,-15.85,42,Tue Oct  3 19:50:34 2017
129.91,9.56,-16.38,43,Tue Oct  3 19:50:34 2017
130.77,10.59,-16.95,44,Tue Oct  3 19:50:34 2017
130.88,11.02,-17.13,45,Tue Oct  3 19:50:34 2017
131.16,11.5,-17.4,46,Tue Oct  3 19:50:34 2017
131.1,11.68,-17.71,47,Tue Oct  3 19:50:34 2017
131.36,12.55,-19.06,48,Tue Oct  3 19:50:34 2017
128.93,12.17,-21.16,49,Tue Oct  3 19:50:34 2017
120.68,3.37,-22.81,50,Tue Oct  3 19:50:34 2017
122.43,5.62,-21.04,51,Tue Oct  3 19:50:34 2017
120.86,-0.59,-19.03,52,Tue Oct  3 19:50:34 2017
120.95,-1.11,-19.41,53,Tue Oct  3 19:50:34 2017
119.69,-2.25,-19.62,54,Tue Oct  3 19:50:34 2017
120.4,-1.58,-20.11,55,Tue Oct  3 19:50:34 2017
121.74,-0.95,-20.54,56,Tue Oct  3 19:50:35 2017
122.72,-1.09,-20.68,57,Tue Oct  3 19:50:35 2017
122.77,-1.99,-20.31,58,Tue Oct  3 19:50:35 2017
122.17,-2.69,-19.91,59,Tue Oct  3 19:50:35 2017
121.58,-3.29,-19.59,60,Tue Oct  3 19:50:35 2017
121.1,-4.15,-19.03,61,Tue Oct  3 19:50:35 2017
120.76,-4.89,-18.56,62,Tue Oct  3 19:50:35 2017
120.54,-5.48,-18.09,63,Tue Oct  3 19:50:35 2017
120.45,-5.7,-17.87,64,Tue Oct  3 19:50:35 2017
120.42,-5.63,-17.88,65,Tue Oct  3 19:50:35 2017
120.05,-5.22,-18.03,66,Tue Oct  3 19:50:35 2017
119.4,-3.52,-18.81,67,Tue Oct  3 19:50:35 2017
120.23,0.89,-20.72,68,Tue Oct  3 19:50:35 2017
121.03,3.92,-22.08,69,Tue Oct  3 19:50:35 2017
121.89,8.69,-24.43,70,Tue Oct  3 19:50:35 2017
120.34,8.21,-26.08,71,Tue Oct  3 19:50:35 2017
119.1,6.36,-26.05,72,Tue Oct  3 19:50:35 2017
118.88,4.62,-24.81,73,Tue Oct  3 19:50:35 2017
118.46,3.66,-24.16,74,Tue Oct  3 19:50:35 2017
117.93,2.25,-23.51,75,Tue Oct  3 19:50:35 2017
117.89,1.75,-23.25,76,Tue Oct  3 19:50:36 2017
118.42,1.76,-23.31,77,Tue Oct  3 19:50:36 2017
119.25,2.17,-23.54,78,Tue Oct  3 19:50:36 2017
119.79,2.64,-23.76,79,Tue Oct  3 19:50:36 2017
119.74,2.53,-23.79,80,Tue Oct  3 19:50:36 2017
119.62,2.39,-23.8,81,Tue Oct  3 19:50:36 2017
119.36,2.24,-23.77,82,Tue Oct  3 19:50:36 2017
119.24,2.16,-23.79,83,Tue Oct  3 19:50:36 2017
118.94,1.97,-23.84,84,Tue Oct  3 19:50:36 2017
118.43,1.68,-23.87,85,Tue Oct  3 19:50:36 2017
117.71,1.42,-24.0,86,Tue Oct  3 19:50:36 2017
112.12,-3.79,-22.75,87,Tue Oct  3 19:50:36 2017
105.96,-8.09,-19.71,88,Tue Oct  3 19:50:36 2017
106.62,-7.78,-12.36,89,Tue Oct  3 19:50:36 2017
105.54,-8.96,-11.33,90,Tue Oct  3 19:50:36 2017
104.62,-10.02,-10.0,91,Tue Oct  3 19:50:36 2017
103.88,-10.51,-8.79,92,Tue Oct  3 19:50:36 2017
103.51,-10.25,-8.36,93,Tue Oct  3 19:50:36 2017
102.89,-10.35,-7.75,94,Tue Oct  3 19:50:36 2017
102.8,-9.21,-7.17,95,Tue Oct  3 19:50:37 2017
99.97,-9.3,-5.91,96,Tue Oct  3 19:50:37 2017
97.71,-10.14,-5.65,97,Tue Oct  3 19:50:37 2017
97.78,-10.24,-6.06,98,Tue Oct  3 19:50:37 2017
98.53,-9.83,-6.65,99,Tue Oct  3 19:50:37 2017
98.93,-8.94,-7.27,100,Tue Oct  3 19:50:37 2017
99.16,-8.42,-7.52,101,Tue Oct  3 19:50:37 2017
99.19,-8.29,-7.78,102,Tue Oct  3 19:50:37 2017
99.22,-8.25,-7.82,103,Tue Oct  3 19:50:37 2017
99.39,-8.23,-7.96,104,Tue Oct  3 19:50:37 2017
99.4,-8.25,-8.02,105,Tue Oct  3 19:50:37 2017
99.62,-8.24,-8.02,106,Tue Oct  3 19:50:37 2017
100.15,-8.18,-7.94,107,Tue Oct  3 19:50:37 2017
100.1,-8.22,-7.86,108,Tue Oct  3 19:50:37 2017
99.91,-8.39,-7.67,109,Tue Oct  3 19:50:37 2017
99.99,-8.37,-7.6,110,Tue Oct  3 19:50:37 2017
99.72,-8.5,-7.43,111,Tue Oct  3 19:50:37 2017
99.36,-8.63,-7.28,112,Tue Oct  3 19:50:37 2017
99.07,-8.73,-6.97,113,Tue Oct  3 19:50:37 2017
98.86,-8.87,-6.55,114,Tue Oct  3 19:50:37 2017
98.83,-8.92,-6.45,115,Tue Oct  3 19:50:38 2017
98.8,-8.94,-6.47,116,Tue Oct  3 19:50:38 2017
98.92,-8.86,-6.51,117,Tue Oct  3 19:50:38 2017
98.92,-8.88,-6.48,118,Tue Oct  3 19:50:38 2017
98.68,-8.95,-6.43,119,Tue Oct  3 19:50:38 2017
98.58,-9.01,-6.39,120,Tue Oct  3 19:50:38 2017
98.29,-9.19,-6.2,121,Tue Oct  3 19:50:38 2017
98.11,-9.25,-6.12,122,Tue Oct  3 19:50:38 2017
98.09,-9.31,-6.03,123,Tue Oct  3 19:50:38 2017
97.9,-9.43,-5.9,124,Tue Oct  3 19:50:38 2017
97.84,-9.46,-5.88,125,Tue Oct  3 19:50:38 2017
97.84,-9.46,-5.84,126,Tue Oct  3 19:50:38 2017
97.87,-9.41,-5.84,127,Tue Oct  3 19:50:38 2017
97.97,-9.34,-5.86,128,Tue Oct  3 19:50:38 2017
98.13,-9.25,-5.88,129,Tue Oct  3 19:50:38 2017
98.14,-9.24,-5.82,130,Tue Oct  3 19:50:38 2017
98.25,-9.23,-5.73,131,Tue Oct  3 19:50:38 2017
98.22,-9.26,-5.67,132,Tue Oct  3 19:50:38 2017
98.19,-9.3,-5.6,133,Tue Oct  3 19:50:38 2017
98.21,-9.32,-5.55,134,Tue Oct  3 19:50:39 2017
98.22,-9.34,-5.48,135,Tue Oct  3 19:50:39 2017
98.05,-9.4,-5.39,136,Tue Oct  3 19:50:39 2017
97.59,-9.58,-5.19,137,Tue Oct  3 19:50:39 2017
97.55,-9.58,-5.02,138,Tue Oct  3 19:50:39 2017
98.07,-9.32,-4.82,139,Tue Oct  3 19:50:39 2017
98.43,-9.16,-4.64,140,Tue Oct  3 19:50:39 2017
98.74,-8.86,-4.33,141,Tue Oct  3 19:50:39 2017
99.38,-8.28,-4.26,142,Tue Oct  3 19:50:39 2017
99.76,-7.84,-4.31,143,Tue Oct  3 19:50:39 2017
100.17,-7.32,-4.47,144,Tue Oct  3 19:50:39 2017
100.28,-7.18,-4.51,145,Tue Oct  3 19:50:39 2017
100.29,-7.13,-4.52,146,Tue Oct  3 19:50:39 2017
100.28,-7.11,-4.55,147,Tue Oct  3 19:50:39 2017
100.19,-7.19,-4.52,148,Tue Oct  3 19:50:39 2017
99.82,-7.31,-4.46,149,Tue Oct  3 19:50:39 2017
99.48,-7.51,-4.37,150,Tue Oct  3 19:50:39 2017
98.93,-7.85,-4.19,151,Tue Oct  3 19:50:39 2017
98.67,-8.15,-3.98,152,Tue Oct  3 19:50:39 2017
98.31,-8.49,-3.74,153,Tue Oct  3 19:50:40 2017
98.35,-8.84,-3.55,154,Tue Oct  3 19:50:40 2017
98.05,-9.18,-3.31,155,Tue Oct  3 19:50:40 2017
97.78,-9.37,-3.19,156,Tue Oct  3 19:50:40 2017
97.61,-9.43,-3.17,157,Tue Oct  3 19:50:40 2017
roll, pitch, yaw,nr,time
112.12,-28.5,-61.85,0,Tue Oct  3 19:51:25 2017
111.98,-28.72,0.21,1,Tue Oct  3 19:51:25 2017
111.87,-29.07,0.56,2,Tue Oct  3 19:51:26 2017
111.79,-29.24,0.72,3,Tue Oct  3 19:51:26 2017
111.84,-29.35,0.82,4,Tue Oct  3 19:51:26 2017
111.78,-29.46,0.89,5,Tue Oct  3 19:51:26 2017
111.73,-29.52,0.92,6,Tue Oct  3 19:51:26 2017
111.65,-29.59,0.99,7,Tue Oct  3 19:51:26 2017
111.62,-29.61,1.01,8,Tue Oct  3 19:51:26 2017
111.59,-29.65,1.05,9,Tue Oct  3 19:51:26 2017
111.59,-29.73,1.11,10,Tue Oct  3 19:51:26 2017
111.63,-29.76,1.11,11,Tue Oct  3 19:51:26 2017
111.77,-29.74,1.08,12,Tue Oct  3 19:51:26 2017
111.88,-29.69,1.03,13,Tue Oct  3 19:51:26 2017
112.11,-29.57,0.96,14,Tue Oct  3 19:51:26 2017
112.3,-29.47,0.85,15,Tue Oct  3 19:51:26 2017
112.71,-29.01,0.53,16,Tue Oct  3 19:51:26 2017
