Current_time,WheelAngle,Accelrator,Brakepetal,SpeedInKilometers,PositionX,PositionY
1469597;4.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469636;4.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469685;4.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469729;7.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469776;7.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469820;10.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469864;10.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469910;10.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469954;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1469996;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470042;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470089;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470139;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470184;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470231;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470282;12.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470329;9.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470375;9.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470424;5.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470472;5.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470524;1.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470575;1.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470620;1.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470669;1.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470719;2.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470766;2.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470816;2.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470863;5.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470913;5.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1470957;11.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471001;11.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471043;16.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471100;16.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471150;18.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471195;18.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471237;18.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471286;18.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471335;17.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471378;17.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
1471423;14.0;0.0;25.0;0.0;-146.74438818515537;-230.73113815790984
