30.0 Frames	2017-09-28 08:10:40.391615
30.0 Frames	2017-09-28 08:10:43.011593
30.0 Frames	2017-09-28 08:10:43.027661
30.0 Frames	2017-09-28 08:10:43.056583
30.0 Frames	2017-09-28 08:10:43.072903
30.0 Frames	2017-09-28 08:10:43.099461
30.0 Frames	2017-09-28 08:10:43.207632
30.0 Frames	2017-09-28 08:10:43.223089
30.0 Frames	2017-09-28 08:10:43.237657
30.0 Frames	2017-09-28 08:10:43.252403
30.0 Frames	2017-09-28 08:10:43.265464
30.0 Frames	2017-09-28 08:10:43.288747
30.0 Frames	2017-09-28 08:10:43.323538
30.0 Frames	2017-09-28 08:10:43.356425
30.0 Frames	2017-09-28 08:10:43.391928
30.0 Frames	2017-09-28 08:10:43.420438
30.0 Frames	2017-09-28 08:10:43.460493
30.0 Frames	2017-09-28 08:10:43.488989
30.0 Frames	2017-09-28 08:10:43.524509
30.0 Frames	2017-09-28 08:10:43.556381
30.0 Frames	2017-09-28 08:10:43.588706
30.0 Frames	2017-09-28 08:10:43.624186
30.0 Frames	2017-09-28 08:10:43.656131
30.0 Frames	2017-09-28 08:10:43.694953
30.0 Frames	2017-09-28 08:10:43.725633
30.0 Frames	2017-09-28 08:10:43.758181
30.0 Frames	2017-09-28 08:10:43.792994
30.0 Frames	2017-09-28 08:10:43.825200
30.0 Frames	2017-09-28 08:10:43.856843
30.0 Frames	2017-09-28 08:10:43.893830
30.0 Frames	2017-09-28 08:10:43.924838
30.0 Frames	2017-09-28 08:10:43.961214
30.0 Frames	2017-09-28 08:10:43.992633
30.0 Frames	2017-09-28 08:10:44.024967
30.0 Frames	2017-09-28 08:10:44.061208
30.0 Frames	2017-09-28 08:10:44.092928
30.0 Frames	2017-09-28 08:10:44.128834
30.0 Frames	2017-09-28 08:10:44.160482
30.0 Frames	2017-09-28 08:10:44.192638
30.0 Frames	2017-09-28 08:10:44.228167
30.0 Frames	2017-09-28 08:10:44.260260
30.0 Frames	2017-09-28 08:10:44.296674
30.0 Frames	2017-09-28 08:10:44.328778
30.0 Frames	2017-09-28 08:10:44.360426
30.0 Frames	2017-09-28 08:10:44.397017
30.0 Frames	2017-09-28 08:10:44.429011
30.0 Frames	2017-09-28 08:10:44.559150
30.0 Frames	2017-09-28 08:10:44.572911
30.0 Frames	2017-09-28 08:10:44.587448
30.0 Frames	2017-09-28 08:10:44.601860
30.0 Frames	2017-09-28 08:10:44.616097
30.0 Frames	2017-09-28 08:10:44.632680
30.0 Frames	2017-09-28 08:10:44.664206
30.0 Frames	2017-09-28 08:10:44.697671
